codigo,descricao,cod_descricao
6039,Pis,6039:Pis
10486,Uso,10486:Uso
1844,Ctps,1844:Ctps
3426,Dano,3426:Dano
11145,Dano,11145:Dano
10570,Fgts,10570:Fgts
12844,Fies,12844:Fies
3386,Leve,3386:Leve
9642,Leve,9642:Leve
10847,Leve,10847:Leve
10269,Luto,10269:Luto
12542,Real,12542:Real
12546,Real,12546:Real
3393,Rixa,3393:Rixa
12803,Vaga,12803:Vaga
2583,Abono,2583:Abono
11717,Abuso,11717:Abuso
6199,Asilo,6199:Asilo
12813,Enade,12813:Enade
10114,Fauna,10114:Fauna
10113,Flora,10113:Flora
11147,Furto,11147:Furto
5556,Grave,5556:Grave
9644,Grave,9644:Grave
10848,Grave,10848:Grave
12888,Greve,12888:Greve
11947,Idoso,11947:Idoso
10684,Juros,10684:Juros
10493,Legal,10493:Legal
4680,Marca,4680:Marca
10830,Motim,10830:Motim
11289,Motim,11289:Motim
10595,Multa,10595:Multa
6042,Pasep,6042:Pasep
6194,Perda,6194:Perda
12570,Perda,12570:Perda
10444,Posse,10444:Posse
9060,Prazo,9060:Prazo
10832,Roubo,10832:Roubo
11160,Roubo,11160:Roubo
7646,Rural,7646:Rural
10569,Rural,10569:Rural
5956,Taxas,5956:Taxas
12471,Unaí,12471:Unaí
11150,Usura,11150:Usura
8928, Prazo,8928: Prazo
10915,Aborto,10915:Aborto
11987,Aborto,11987:Aborto
12795,Acesso,12795:Acesso
5592,Avaria,5592:Avaria
11628,Cargos,11628:Cargos
10150,Cartel,10150:Cartel
3624,Caça ,3624:Caça 
4970,Cheque,4970:Cheque
9537,Cisão,9537:Cisão
6035,Cofins,6035:Cofins
10432,Coisas,10432:Coisas
11692,Contas,11692:Contas
10658,Custas,10658:Custas
11356,Desvio,11356:Desvio
10388,Edital,10388:Edital
11930,Fraude,11930:Fraude
11817,Fundos,11817:Fundos
3416,Furto ,3416:Furto 
11163,Furto ,11163:Furto 
9536,Fusão,9536:Fusão
9550,Fusão,9550:Fusão
5802,Guarda,5802:Guarda
12507,Mental,12507:Mental
9603,Mútuo,9603:Mútuo
6238,Oferta,6238:Oferta
11784,Oitiva,11784:Oitiva
12909,Outras,12909:Outras
12846,Outros,12846:Outros
12890,Outros,12890:Outros
12901,Outros,12901:Outros
12904,Outros,12904:Outros
12905,Outros,12905:Outros
12907,Outros,12907:Outros
10488,Penhor,10488:Penhor
3627,Pesca ,3627:Pesca 
10769,Pleito,10769:Pleito
12845,Prouni,12845:Prouni
8990,Provas,8990:Provas
10925,Provas,10925:Provas
10325,Regime,10325:Regime
3419,Roubo ,3419:Roubo 
10064,Saúde,10064:Saúde
4847,Seguro,4847:Seguro
7621,Seguro,7621:Seguro
9597,Seguro,9597:Seguro
12235,Tutela,12235:Tutela
11253,Ameaça,11253:Ameaça
2657,Anistia,2657:Anistia
5996,Anistia,5996:Anistia
10625,Anistia,10625:Anistia
10783,Anistia,10783:Anistia
11100,Anistia,11100:Anistia
10772,Aumento,10772:Aumento
3479,Bigamia,3479:Bigamia
9761,Bigamia,9761:Bigamia
11936,Cessão,11936:Cessão
4728,Câmbio,4728:Câmbio
8884,Do Juiz,8884:Do Juiz
9047,Efeitos,9047:Efeitos
10766,Eleitor,10766:Eleitor
12502,Eletiva,12502:Eletiva
12365,Enquete,12365:Enquete
11251,Estupro,11251:Estupro
12870,Faltas ,12870:Faltas 
4310,Fiança,4310:Fiança
9592,Fiança,9592:Fiança
12499,Fraldas,12499:Fraldas
2662,Férias,2662:Férias
10301,Férias,10301:Férias
10339,Férias,10339:Férias
2450,Gorjeta,2450:Gorjeta
10626,Indulto,10626:Indulto
11101,Indulto,11101:Indulto
9594,Mandato,9594:Mandato
10800,Mandato,10800:Mandato
12470,Mariana,12470:Mariana
11054,Menagem,11054:Menagem
10060,Merenda,10060:Merenda
10324,Militar,10324:Militar
12908,Militar,12908:Militar
11846,Moradia,11846:Moradia
5269,Mínimo,5269:Mínimo
4660,Patente,4660:Patente
10250,Pensão,10250:Pensão
10359,Pensão,10359:Pensão
10624,Perdão,10624:Perdão
9970,Pobreza,9970:Pobreza
10145,Proagro,10145:Proagro
2331,Prêmio,2331:Prêmio
4305,Recurso,4305:Recurso
9045,Recurso,9045:Recurso
10349,Reforma,10349:Reforma
11292,Revolta,11292:Revolta
6092,Simples,6092:Simples
9619,Simples,9619:Simples
12544,Simples,12544:Simples
12545,Simples,12545:Simples
2493,Tarefa ,2493:Tarefa 
11807,Tarifas,11807:Tarifas
7618,Turismo,7618:Turismo
4981,Warrant,4981:Warrant
5575,Abandono,5575:Abandono
10456,Acessão,10456:Acessão
3402,Ameaça ,3402:Ameaça 
9623,Anônima,9623:Anônima
5278,Artistas,5278:Artistas
3395,Calúnia,3395:Calúnia
9656,Calúnia,9656:Calúnia
10748,Calúnia,10748:Calúnia
11262,Calúnia,11262:Calúnia
9532,Caução,9532:Caução
12501,Cirurgia,12501:Cirurgia
11359,Coação,11359:Coação
9602,Comodato,9602:Comodato
11059,Confisco,11059:Confisco
12500,Consulta,12500:Consulta
12612,Covid-19,12612:Covid-19
12241,Curatela,12241:Curatela
11363,Desacato,11363:Desacato
12837,Despesas,12837:Despesas
12237,Dispensa,12237:Dispensa
12244,Dispensa,12244:Dispensa
1920,Diárias,1920:Diárias
9590,Doação,9590:Doação
5943,Drawback,5943:Drawback
5680,Edição,5680:Edição
9616,Empresas,9616:Empresas
11202,Epidemia,11202:Epidemia
10878,Especial,10878:Especial
3465,Estupro ,3465:Estupro 
9742,Estupro ,9742:Estupro 
5626,Família,5626:Família
5957,Federais,5957:Federais
9608,Franquia,9608:Franquia
6040,Funrural,6040:Funrural
12799,Gestão ,12799:Gestão 
10494,Hipoteca,10494:Hipoteca
10446,Imissão,10446:Imissão
5916,Impostos,5916:Impostos
3397,Injúria,3397:Injúria
9658,Injúria,9658:Injúria
10750,Injúria,10750:Injúria
10844,Injúria,10844:Injúria
11264,Injúria,11264:Injúria
10341,Isonomia,10341:Isonomia
11914,Licença,11914:Licença
9196,Liminar ,9196:Liminar 
9622,Limitada,9622:Limitada
6207,Mercosul,6207:Mercosul
5289,Médicos,5289:Médicos
4264,Nulidade,4264:Nulidade
8919,Nulidade,8919:Nulidade
11066,Nulidade,11066:Nulidade
3548,Peculato,3548:Peculato
10835,Peculato,10835:Peculato
11314,Peculato,11314:Peculato
11315,Peculato,11315:Peculato
10201,Prefeito,10201:Prefeito
12481,Pública,12481:Pública
10599,Quesitos,10599:Quesitos
9024,Revelia ,9024:Revelia 
4437,Revisão,4437:Revisão
5788,Revisão,5788:Revisão
11566,Servidor,11566:Servidor
10484,Usufruto,10484:Usufruto
10127,Vistoria,10127:Vistoria
1978, Gestante,1978: Gestante
5276,Advogados,5276:Advogados
9904,Agrários,9904:Agrários
5779,Alimentos,5779:Alimentos
10859,Alimentos,10859:Alimentos
6012,Alíquota,6012:Alíquota
10396,Ambiental,10396:Ambiental
10495,Anticrese,10495:Anticrese
5808,Casamento,5808:Casamento
10268,Casamento,10268:Casamento
11155,Chantagem,11155:Chantagem
10938,Citação,10938:Citação
11783,Citação,11783:Citação
9626,Coligadas,9626:Coligadas
1783,Comissão,1783:Comissão
9586,Comissão,9586:Comissão
7710,Confusão,7710:Confusão
11803,Conselhos,11803:Conselhos
10392,Convênio,10392:Convênio
10931,Criação,10931:Criação
10300,Data Base,10300:Data Base
9589,Depósito,9589:Depósito
3573,Desacato ,3573:Desacato 
4972,Duplicata,4972:Duplicata
4902,Eleição,4902:Eleição
4909,Eleição,4909:Eleição
10763,Eleição,10763:Eleição
11920,Eleição,11920:Eleição
10482,Enfiteuse,10482:Enfiteuse
3505,Epidemia ,3505:Epidemia 
5971,Estaduais,5971:Estaduais
11739,Exceção,11739:Exceção
11186,Explosão,11186:Explosão
7945,Falsidade,7945:Falsidade
11313,Falsidade,11313:Falsidade
6034,Finsocial,6034:Finsocial
6239,Fixação,6239:Fixação
10771,Fixação,10771:Fixação
10144,Incentivo,10144:Incentivo
3492,Incêndio,3492:Incêndio
9774,Incêndio,9774:Incêndio
10834,Incêndio,10834:Incêndio
11189,Incêndio,11189:Incêndio
5915,Isenção,5915:Isenção
9998,Licenças,9998:Licenças
10350,Licenças,10350:Licenças
12869,Licenças,12869:Licenças
10235,Lotação,10235:Lotação
9912,Militares,9912:Militares
10881,Nepotismo,10881:Nepotismo
7708,Novação,7708:Novação
7703,Pagamento,7703:Pagamento
11924,Pagamento,11924:Pagamento
10163,Pis/Pasep,10163:Pis/Pasep
10156,Poupança,10156:Poupança
10696,Professor,10696:Professor
12797,Qualidade,12797:Qualidade
5295,Químicos,5295:Químicos
10773,Redução,10773:Redução
9189,Remição,9189:Remição
10637,Remição,10637:Remição
10193,Remoção,10193:Remoção
10200,Remoção,10200:Remoção
10229,Remoção,10229:Remoção
11926,Remoção,11926:Remoção
12238,Remoção,12238:Remoção
12239,Remoção,12239:Remoção
12243,Remoção,12243:Remoção
10808,Renúncia,10808:Renúncia
10425,Rescisão,10425:Rescisão
10232,Reversão,10232:Reversão
10483,Servidão,10483:Servidão
10028,Serviços,10028:Serviços
9484,Sucessão,9484:Sucessão
7617,Telefonia,7617:Telefonia
10080,Telefonia,10080:Telefonia
12503,Urgência,12503:Urgência
11925,Vacância,11925:Vacância
10492,Veículos,10492:Veículos
9098, Cabimento,9098: Cabimento
1703, Eleição,1703: Eleição
2594,Adicional ,2594:Adicional 
5277,Aeronautas,5277:Aeronautas
4438,Anulação,4438:Anulação
4951,Anulação,4951:Anulação
10382,Anulação,10382:Anulação
10423,Anulação,10423:Anulação
10025,Apreensão,10025:Apreensão
5280,Bancários,5280:Bancários
7752,Bancários,7752:Bancários
12469,Boate Kiss,12469:Boate Kiss
12468,Brumadinho,12468:Brumadinho
11584,Candidatos,11584:Candidatos
9541,Capacidade,9541:Capacidade
6177,Concessão,6177:Concessão
10252,Concessão,10252:Concessão
10360,Concessão,10360:Concessão
10836,Concussão,10836:Concussão
11355,Concussão,11355:Concussão
7619,Consórcio,7619:Consórcio
12886,Continuada,12886:Continuada
12892,Continuada,12892:Continuada
6179,Conversão,6179:Conversão
9588,Corretagem,9588:Corretagem
9891,De Tortura,9891:De Tortura
11946,Deficiente,11946:Deficiente
10940,Depoimento,10940:Depoimento
7940,Deserção,7940:Deserção
10839,Deserção,10839:Deserção
11117,Deserção,11117:Deserção
11127,Deserção,11127:Deserção
5282,Doméstico,5282:Doméstico
9906,Eleitorais,9906:Eleitorais
10171,Eleições,10171:Eleições
11583,Eleições,11583:Eleições
7629,Empreitada,7629:Empreitada
9591,Empreitada,9591:Empreitada
11729,Execução,11729:Execução
3493,Explosão ,3493:Explosão 
9775,Explosão ,9775:Explosão 
4904,Extinção,4904:Extinção
4910,Extinção,4910:Extinção
3420,Extorsão ,3420:Extorsão 
11156,Extorsão ,11156:Extorsão 
10408,Filiação,10408:Filiação
11226,Genocídio,11226:Genocídio
11248,Genocídio,11248:Genocídio
10207,Governador,10207:Governador
11931,Gratuidade,11931:Gratuidade
10840,Homicídio,10840:Homicídio
11227,Homicídio,11227:Homicídio
11243,Homicídio,11243:Homicídio
6065,Hora Extra,6065:Hora Extra
5914,Imunidade ,5914:Imunidade 
11948,Inspeção,11948:Inspeção
11912,Juiz Leigo,11912:Juiz Leigo
11562,Magistrado,11562:Magistrado
5287,Marítimos,5287:Marítimos
10030,Matrícula,10030:Matrícula
10053,Matrícula,10053:Matrícula
5972,Municipais,5972:Municipais
10930,Município,10930:Município
10239,Nomeação,10239:Nomeação
12236,Nomeação,12236:Nomeação
12245,Nomeação,12245:Nomeação
10099,Ocupação,10099:Ocupação
10954,Orçamento,10954:Orçamento
1957,Pis / Rais,1957:Pis / Rais
10760,Plebiscito,10760:Plebiscito
11777,Plebiscito,11777:Plebiscito
11825,Poluição,11825:Poluição
5624,Praticagem,5624:Praticagem
10192,Promoção,10192:Promoção
10199,Promoção,10199:Promoção
10334,Promoção,10334:Promoção
11907,Prova Oral,11907:Prova Oral
4841,Quitação,4841:Quitação
4371,Rejeição,4371:Rejeição
4957,Requisitos,4957:Requisitos
11713,Resultados,11713:Resultados
5854,Rufianismo,5854:Rufianismo
9752,Rufianismo,9752:Rufianismo
11862,Saneamento,11862:Saneamento
11869,Saneamento,11869:Saneamento
2116,Sobreaviso,2116:Sobreaviso
5724,Sociedade ,5724:Sociedade 
10497,Subsídios,10497:Subsídios
7673,Sucessões,7673:Sucessões
4271,Suspensão,4271:Suspensão
10282,Suspensão,10282:Suspensão
10367,Suspensão,10367:Suspensão
10424,Suspensão,10424:Suspensão
10546,Suspensão,10546:Suspensão
10687,Taxa Selic,10687:Taxa Selic
12217,Terrorismo,12217:Terrorismo
10612,Tipicidade,10612:Tipicidade
11088,Tipicidade,11088:Tipicidade
10061,Transporte,10061:Transporte
12855,Transporte,12855:Transporte
10038,Vestibular,10038:Vestibular
12899,Vestibular,12899:Vestibular
12824,Índigenas,12824:Índigenas
10189,Afastamento,10189:Afastamento
10196,Afastamento,10196:Afastamento
10351,Agregação,10351:Agregação
10098,Alienação,10098:Alienação
10774,Alistamento,10774:Alistamento
6193,Aquisição,6193:Aquisição
10447,Aquisição,10447:Aquisição
10455,Aquisição,10455:Aquisição
4899,Assembléia,4899:Assembléia
4907,Assembléia,4907:Assembléia
10466,Assembléia,10466:Assembléia
11231,Ato Obsceno,11231:Ato Obsceno
9533,Coligação,9533:Coligação
9606,Compromisso,9606:Compromisso
3553,Concussão ,3553:Concussão 
10462,Condomínio,10462:Condomínio
5939,Cooperativa,5939:Cooperativa
9625,Cooperativa,9625:Cooperativa
11309,Corrupção,11309:Corrupção
6175,Cumulação,6175:Cumulação
11928,Cumulação,11928:Cumulação
9894,De Imprensa,9894:De Imprensa
4971,Debêntures,4971:Debêntures
5993,Decadência,5993:Decadência
7941,Denegação,7941:Denegação
5354,Devolução,5354:Devolução
3396,Difamação,3396:Difamação
9657,Difamação,9657:Difamação
10749,Difamação,10749:Difamação
10843,Difamação,10843:Difamação
11263,Difamação,11263:Difamação
11929,Emolumentos,11929:Emolumentos
3431,Estelionato,3431:Estelionato
9690,Estelionato,9690:Estelionato
10833,Estelionato,10833:Estelionato
11167,Estelionato,11167:Estelionato
9629,Estrangeira,9629:Estrangeira
6197,Estrangeiro,6197:Estrangeiro
10613,Excludentes,10613:Excludentes
11083,Excludentes,11083:Excludentes
10668,Fac-Símile,10668:Fac-Símile
12891,Formação ,12891:Formação 
5557,Gravíssima,5557:Gravíssima
9645,Gravíssima,9645:Gravíssima
10487,Habitação,10487:Habitação
10600,Impedimento,10600:Impedimento
10660,Impedimento,10660:Impedimento
11303,Incitamento,11303:Incitamento
11782,Intimação,11782:Intimação
11190,Inundação,11190:Inundação
5286,Jornalistas,5286:Jornalistas
5998,Lançamento,5998:Lançamento
5567,Latrocínio,5567:Latrocínio
9700,Latrocínio,9700:Latrocínio
10852,Latrocínio,10852:Latrocínio
11159,Latrocínio,11159:Latrocínio
11238,Lesão Leve,11238:Lesão Leve
9967,Maus Tratos,9967:Maus Tratos
10508,Maus Tratos,10508:Maus Tratos
11235,Maus Tratos,11235:Maus Tratos
10052,Mensalidade,10052:Mensalidade
11822,Mineração,11822:Mineração
10988,Má Gestão,10988:Má Gestão
12496,Oncológico,12496:Oncológico
4831,Overbooking,4831:Overbooking
12494,Padronizado,12494:Padronizado
10620,Parte Geral,10620:Parte Geral
10428,Penalidades,10428:Penalidades
7935,Perempção,7935:Perempção
10672,Precatório,10672:Precatório
5294,Professores,5294:Professores
12882,Progressão,12882:Progressão
10448,Propriedade,10448:Propriedade
10251,Provisória,10251:Provisória
10362,Provisória,10362:Provisória
12825,Quilombolas,12825:Quilombolas
5296,Radialistas,5296:Radialistas
4370,Recebimento,4370:Recebimento
10781,Reeleição,10781:Reeleição
11917,Residência,11917:Residência
11900,Resolução,11900:Resolução
10389,Revogação,10389:Revogação
12584,Revogação,12584:Revogação
10397,Sanitárias,10397:Sanitárias
10485,Superfície,10485:Superfície
12482,Suplementar,12482:Suplementar
10601,Suspeição,10601:Suspeição
10659,Suspeição,10659:Suspeição
4272,Trancamento,4272:Trancamento
10610,Trancamento,10610:Trancamento
9598,Transação,9598:Transação
10630,Transação,10630:Transação
11151,Usurpação,11151:Usurpação
10257,Voluntária,10257:Voluntária
9968,Abuso Sexual,9968:Abuso Sexual
10281,Advertência,10281:Advertência
11386,Advertência,11386:Advertência
7645,Aeroviários,7645:Aeroviários
5622,Agenciamento,5622:Agenciamento
10116,Agrotóxicos,10116:Agrotóxicos
11297,Amotinamento,11297:Amotinamento
4897,Associação,4897:Associação
4263,Ação Penal,4263:Ação Penal
9614,Benfeitorias,9614:Benfeitorias
10755,Boca De Urna,10755:Boca De Urna
10797,Boca De Urna,10797:Boca De Urna
7799,Clandestinos,7799:Clandestinos
10256,Compulsória,10256:Compulsória
6016,Creditamento,6016:Creditamento
11173,Dano Simples,11173:Dano Simples
9892,De Trânsito,9892:De Trânsito
10105,Demarcação,10105:Demarcação
5834,Deserdação,5834:Deserdação
11785,Diligências,11785:Diligências
10770,Diplomação,10770:Diplomação
11724,Diplomação,11724:Diplomação
4935,Dissolução,4935:Dissolução
7664,Dissolução,7664:Dissolução
9995,Erro Médico,9995:Erro Médico
10434,Erro Médico,10434:Erro Médico
10440,Erro Médico,10440:Erro Médico
10503,Erro Médico,10503:Erro Médico
10380,Escolaridade,10380:Escolaridade
10222,Estabilidade,10222:Estabilidade
10329,Estabilidade,10329:Estabilidade
12878,Estatutário,12878:Estatutário
9601,Estimatório,9601:Estimatório
5787,Exoneração,5787:Exoneração
10241,Exoneração,10241:Exoneração
9911,Falimentares,9911:Falimentares
12091,Feminicídio,12091:Feminicídio
12358,Feminicídio,12358:Feminicídio
6115,Ferroviário,6115:Ferroviário
11164,Furto De Uso,11164:Furto De Uso
2086,Horas Extras,2086:Horas Extras
11706,Impugnação,11706:Impugnação
12049,Impugnação,12049:Impugnação
11265,Injuria Real,11265:Injuria Real
11119,Insubmissão,11119:Insubmissão
11122,Insubmissão,11122:Insubmissão
10024,Interdição,10024:Interdição
7795,Internação,7795:Internação
12350,Jogo De Azar,12350:Jogo De Azar
11237,Lesão Grave,11237:Lesão Grave
12240,Levantamento,12240:Levantamento
12242,Levantamento,12242:Levantamento
5001,Liquidação,5001:Liquidação
9538,Liquidação,9538:Liquidação
10187,Magistratura,10187:Magistratura
10039,Mensalidades,10039:Mensalidades
12841,Mensalidades,12841:Mensalidades
10398,Metrológica,10398:Metrológica
5934,Microempresa,5934:Microempresa
9166,Multa De 10%,9166:Multa De 10%
7681,Obrigações,7681:Obrigações
5989,Parcelamento,5989:Parcelamento
11080,Parte Geral ,11080:Parte Geral 
12794,Permanência,12794:Permanência
11842,Pessoa Idosa,11842:Pessoa Idosa
5992,Prescrição,5992:Prescrição
10568,Prescrição,10568:Prescrição
10623,Prescrição,10623:Prescrição
11103,Prescrição,11103:Prescrição
5558,Privilegiada,5558:Privilegiada
9646,Privilegiada,9646:Privilegiada
10399,Profissional,10399:Profissional
12463,Providência,12463:Providência
3435,Receptação,3435:Receptação
9694,Receptação,9694:Receptação
11148,Receptação,11148:Receptação
11162,Receptação,11162:Receptação
10204,Recondução,10204:Recondução
10210,Recondução,10210:Recondução
10216,Recondução,10216:Recondução
10224,Recondução,10224:Recondução
10805,Recondução,10805:Recondução
11778,Requerimento,11778:Requerimento
11569,Requisição,11569:Requisição
11272,Resistência,11272:Resistência
10126,Retrocessão,10126:Retrocessão
11805,Tabela Price,11805:Tabela Price
7688,Transmissão,7688:Transmissão
11774,Veiculação,11774:Veiculação
10147,Venda Casada,10147:Venda Casada
12345,Vias De Fato,12345:Vias De Fato
10393,Adjudicação,10393:Adjudicação
3622,Agrotóxicos ,3622:Agrotóxicos 
11848,Alimentação,11848:Alimentação
10270,Amamentação,10270:Amamentação
10172,Anuidades Oab,10172:Anuidades Oab
10191,Aposentadoria,10191:Aposentadoria
10198,Aposentadoria,10198:Aposentadoria
10254,Aposentadoria,10254:Aposentadoria
11899,Ato Normativo,11899:Ato Normativo
4998,Autofalência,4998:Autofalência
2641,Aviso Prévio,2641:Aviso Prévio
1767,Cesta Básica,1767:Cesta Básica
5994,Compensação,5994:Compensação
7709,Compensação,7709:Compensação
8829,Competência ,8829:Competência 
11288,Conspiração,11288:Conspiração
9635,Contra A Vida,9635:Contra A Vida
1814,Contrato Nulo,1814:Contrato Nulo
12894,Corte Etário,12894:Corte Etário
5865,Crime Culposo,5865:Crime Culposo
11069,Crime Culposo,11069:Crime Culposo
5555,Crime Tentado,5555:Crime Tentado
11071,Crime Tentado,11071:Crime Tentado
3621,Da Poluição,3621:Da Poluição
9881,Da Poluição,9881:Da Poluição
11168,Dano Atenuado,11168:Dano Atenuado
9897,De Genocídio,9897:De Genocídio
10631,Desaforamento,10631:Desaforamento
899,Direito Civil,899:Direito Civil
287,Direito Penal,287:Direito Penal
6017,Dívida Ativa,6017:Dívida Ativa
10223,Enquadramento,10223:Enquadramento
11060,Exílio Local,11060:Exílio Local
10952,Fato Atípico,10952:Fato Atípico
12801,Financiamento,12801:Financiamento
10679,Fracionamento,10679:Fracionamento
11703,Habeas Corpus,11703:Habeas Corpus
10140,Importações,10140:Importações
2479,Indenização,2479:Indenização
3375,Infanticídio,3375:Infanticídio
9640,Infanticídio,9640:Infanticídio
1666,Insalubridade,1666:Insalubridade
10547,Interrupção,10547:Interrupção
12352,Jogo Do Bicho,12352:Jogo Do Bicho
9605,Jogo E Aposta,9605:Jogo E Aposta
10358,Licenciamento,10358:Licenciamento
10385,Licitações ,10385:Licitações 
10110,Meio Ambiente,10110:Meio Ambiente
6192,Nacionalidade,6192:Nacionalidade
9620,Nome Coletivo,9620:Nome Coletivo
10213,Parlamentares,10213:Parlamentares
7792,Pena De Multa,7792:Pena De Multa
10312,Piso Salarial,10312:Piso Salarial
12887,Piso Salarial,12887:Piso Salarial
7911,Por Remição,7911:Por Remição
10573,Prisão Civil,10573:Prisão Civil
8868,Procuração ,8868:Procuração 
10426,Prorrogação,10426:Prorrogação
10078,Radiodifusão,10078:Radiodifusão
10237,Readaptação,10237:Readaptação
10188,Remuneração,10188:Remuneração
10195,Remuneração,10195:Remuneração
10203,Remuneração,10203:Remuneração
10209,Remuneração,10209:Remuneração
10214,Remuneração,10214:Remuneração
12885,Remuneração,12885:Remuneração
11823,Reserva Legal,11823:Reserva Legal
3566,Resistência ,3566:Resistência 
10850,Roubo Simples,10850:Roubo Simples
11854,Saúde Mental,11854:Saúde Mental
11392,Semiliberdade,11392:Semiliberdade
6022,Sigilo Fiscal,6022:Sigilo Fiscal
10738,Sobrestamento,10738:Sobrestamento
8806,Subempreitada,8806:Subempreitada
8874,Sucumbência ,8874:Sucumbência 
6093,Super Simples,6093:Super Simples
10427,Termo Aditivo,10427:Termo Aditivo
10297,Teto Salarial,10297:Teto Salarial
10115,Transgênicos,10115:Transgênicos
11827,Zona Costeira,11827:Zona Costeira
6062,1/3 De Férias,6062:1/3 De Férias
10894,Abuso De Poder,10894:Abuso De Poder
2606,Ajuda De Custo,2606:Ajuda De Custo
6013,Alíquota Zero,6013:Alíquota Zero
4435,Aplicabilidade,4435:Aplicabilidade
7649,Aplicabilidade,7649:Aplicabilidade
7701,Arras Ou Sinal,7701:Arras Ou Sinal
1723,Assédio Moral,1723:Assédio Moral
11252,Ato Libidinoso,11252:Ato Libidinoso
4829,Atraso De Vôo,4829:Atraso De Vôo
10089,Bens Públicos,10089:Bens Públicos
12880,Certificação,12880:Certificação
12883,Certificação,12883:Certificação
3510,Charlatanismo ,3510:Charlatanismo 
9587,Compra E Venda,9587:Compra E Venda
4934,Constituição,4934:Constituição
9879,Contra A Fauna,9879:Contra A Fauna
9880,Contra A Flora,9880:Contra A Flora
9655,Contra A Honra,9655:Contra A Honra
10336,Corpo Feminino,10336:Corpo Feminino
12588,Crimes Conexos,12588:Crimes Conexos
11225,Crimes Sexuais,11225:Crimes Sexuais
10501,Crédito Rural,10501:Crédito Rural
3512,Curandeirismo ,3512:Curandeirismo 
12569,Dados Pessoais,12569:Dados Pessoais
10438,Dano Ambiental,10438:Dano Ambiental
10932,Desmembramento,10932:Desmembramento
11927,Desmembramento,11927:Desmembramento
11329,Desobediência,11329:Desobediência
12826,Ensino Noturno,12826:Ensino Noturno
10107,Espaço Aéreo,10107:Espaço Aéreo
6116,Ex-Combatentes,6116:Ex-Combatentes
10333,Ex-Combatentes,10333:Ex-Combatentes
9547,Fiscalização,9547:Fiscalização
10015,Fiscalização,10015:Fiscalização
2055,Gratificação,2055:Gratificação
7691,Inadimplemento,7691:Inadimplemento
9535,Incorporação,9535:Incorporação
12864,Infraestrutura,12864:Infraestrutura
3433,Outras Fraudes,3433:Outras Fraudes
9692,Outras Fraudes,9692:Outras Fraudes
3485,Parto Suposto ,3485:Parto Suposto 
11317,Peculato-Furto,11317:Peculato-Furto
7698,Perdas E Danos,7698:Perdas E Danos
1681,Periculosidade,1681:Periculosidade
12543,Preconceituosa,12543:Preconceituosa
12547,Preconceituosa,12547:Preconceituosa
3557,Prevaricação,3557:Prevaricação
9837,Prevaricação,9837:Prevaricação
10838,Prevaricação,10838:Prevaricação
11346,Prevaricação,11346:Prevaricação
10131,Privatização,10131:Privatização
10926,Prova Ilícita,10926:Prova Ilícita
11904,Prova Objetiva,11904:Prova Objetiva
11104,Reabilitação,11104:Reabilitação
11206,Receita Ilegal,11206:Receita Ilegal
11901,Recomendação,11901:Recomendação
10633,Regime Inicial,10633:Regime Inicial
10226,Reintegração,10226:Reintegração
10328,Reintegração,10328:Reintegração
5566,Roubo Majorado,5566:Roubo Majorado
9699,Roubo Majorado,9699:Roubo Majorado
2477,Seguro De Vida,2477:Seguro De Vida
9964,Seção Cível,9964:Seção Cível
12420,Tempestividade,12420:Tempestividade
2523,Transferência,2523:Transferência
10057,Transferência,10057:Transferência
10228,Transferência,10228:Transferência
8934,Valor Da Causa,8934:Valor Da Causa
11865,Vendas Casadas,11865:Vendas Casadas
1981, Membro Da Cipa,1981: Membro Da Cipa
11166,Abuso De Pessoa,11166:Abuso De Pessoa
12900,Acessibilidade ,12900:Acessibilidade 
12903,Acessibilidade ,12903:Acessibilidade 
12906,Acessibilidade ,12906:Acessibilidade 
7748,Acidente Aéreo,7748:Acidente Aéreo
10464,Administração,10464:Administração
1724,Assédio Sexual,1724:Assédio Sexual
5851,Assédio Sexual,5851:Assédio Sexual
9749,Assédio Sexual,9749:Assédio Sexual
9634,Ato Infracional,9634:Ato Infracional
6206,Auxílio Direto,6206:Auxílio Direto
7661,Bem De Família,7661:Bem De Família
11637,Cargo - Senador,11637:Cargo - Senador
10516,Clonagem Humana,10516:Clonagem Humana
7700,Cláusula Penal,7700:Cláusula Penal
12194,Contra A Mulher,12194:Contra A Mulher
12196,Contra A Mulher,12196:Contra A Mulher
11178,Contra A Saúde,11178:Contra A Saúde
6031,Contribuições,6031:Contribuições
9685,Dano (Art. 163),9685:Dano (Art. 163)
10012,Dano Ao Erário,10012:Dano Ao Erário
3572,Desobediência ,3572:Desobediência 
4656,Direito Autoral,4656:Direito Autoral
10058,Ensino Especial,10058:Ensino Especial
10029,Ensino Superior,10029:Ensino Superior
12006,Evasão Escolar,12006:Evasão Escolar
10059,Exame Supletivo,10059:Exame Supletivo
10557,Exclusão - Ipi,10557:Exclusão - Ipi
10753,Falso Eleitoral,10753:Falso Eleitoral
10780,Inelegibilidade,10780:Inelegibilidade
11595,Inelegibilidade,11595:Inelegibilidade
10436,Lei De Imprensa,10436:Lei De Imprensa
10442,Lei De Imprensa,10442:Lei De Imprensa
3385,Lesão Corporal,3385:Lesão Corporal
12871,Licença Saúde,12871:Licença Saúde
10373,Limite De Idade,10373:Limite De Idade
